movieId,title
4979,"Royal Tenenbaums, The (2001)"
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
4995,"Beautiful Mind, A (2001)"
5010,Black Hawk Down (2001)
5013,Gosford Park (2001)
5015,Monster's Ball (2001)
5060,M*A*S*H (a.k.a. MASH) (1970)
5064,The Count of Monte Cristo (2002)
5218,Ice Age (2002)
5219,Resident Evil (2002)
5225,And Your Mother Too (Y tu mamá también) (2001)
5254,Blade II (2002)
5266,Panic Room (2002)
5299,My Big Fat Greek Wedding (2002)
5349,Spider-Man (2002)
5377,About a Boy (2002)
5378,Star Wars: Episode II - Attack of the Clones (2002)
5388,Insomnia (2002)
5418,"Bourne Identity, The (2002)"
5444,Lilo & Stitch (2002)
5445,Minority Report (2002)
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
5464,Road to Perdition (2002)
5481,Austin Powers in Goldmember (2002)
5502,Signs (2002)
5507,xXx (2002)
5528,One Hour Photo (2002)
5574,"Transporter, The (2002)"
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
5630,Red Dragon (2002)
5669,Bowling for Columbine (2002)
5673,Punch-Drunk Love (2002)
5679,"Ring, The (2002)"
5810,8 Mile (2002)
5816,Harry Potter and the Chamber of Secrets (2002)
5872,Die Another Day (2002)
5902,Adaptation (2002)
5903,Equilibrium (2002)
5945,About Schmidt (2002)
5952,"Lord of the Rings: The Two Towers, The (2002)"
5954,25th Hour (2002)
5956,Gangs of New York (2002)
5971,My Neighbor Totoro (Tonari no Totoro) (1988)
5989,Catch Me If You Can (2002)
5991,Chicago (2002)
5995,"Pianist, The (2002)"
6016,City of God (Cidade de Deus) (2002)
6155,How to Lose a Guy in 10 Days (2003)
6157,Daredevil (2003)
6188,Old School (2003)
6218,Bend It Like Beckham (2002)
6281,Phone Booth (2002)
6287,Anger Management (2003)
6323,Identity (2003)
6333,X2: X-Men United (2003)
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
6365,"Matrix Reloaded, The (2003)"
6373,Bruce Almighty (2003)
6377,Finding Nemo (2003)
6378,"Italian Job, The (2003)"
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)"
6502,28 Days Later (2002)
6503,Charlie's Angels: Full Throttle (2003)
6534,Hulk (2003)
6537,Terminator 3: Rise of the Machines (2003)
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
6565,Seabiscuit (2003)
6708,Matchstick Men (2003)
6711,Lost in Translation (2003)
6754,Underworld (2003)
6787,All the President's Men (1976)
6807,Monty Python's The Meaning of Life (1983)
6863,School of Rock (2003)
6870,Mystic River (2003)
6874,Kill Bill: Vol. 1 (2003)
6934,"Matrix Revolutions, The (2003)"
6936,Elf (2003)
6942,Love Actually (2003)
6947,Master and Commander: The Far Side of the World (2003)
6953,21 Grams (2003)
6979,WarGames (1983)
7022,Battle Royale (Batoru rowaiaru) (2000)
7090,Hero (Ying xiong) (2002)
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
7143,"Last Samurai, The (2003)"
7147,Big Fish (2003)
7153,"Lord of the Rings: The Return of the King, The (2003)"
7254,The Butterfly Effect (2004)
7293,50 First Dates (2004)
7323,"Good bye, Lenin! (2003)"
7360,Dawn of the Dead (2004)
7361,Eternal Sunshine of the Spotless Mind (2004)
7373,Hellboy (2004)
7438,Kill Bill: Vol. 2 (2004)
7444,13 Going on 30 (2004)
7445,Man on Fire (2004)
7451,Mean Girls (2004)
7454,Van Helsing (2004)
7458,Troy (2004)
8360,Shrek 2 (2004)
8361,"Day After Tomorrow, The (2004)"
8368,Harry Potter and the Prisoner of Azkaban (2004)
8371,"Chronicles of Riddick, The (2004)"
8376,Napoleon Dynamite (2004)
8464,Super Size Me (2004)
8528,Dodgeball: A True Underdog Story (2004)
8529,"Terminal, The (2004)"
8533,"Notebook, The (2004)"
8622,Fahrenheit 9/11 (2004)
8636,Spider-Man 2 (2004)
8641,Anchorman: The Legend of Ron Burgundy (2004)
8644,"I, Robot (2004)"
8665,"Bourne Supremacy, The (2004)"
8783,"Village, The (2004)"
8784,Garden State (2004)
8798,Collateral (2004)
8807,Harold and Kumar Go to White Castle (2004)
8874,Shaun of the Dead (2004)
8917,Team America: World Police (2004)
8949,Sideways (2004)
8950,The Machinist (2004)
8957,Saw (2004)
8958,Ray (2004)
8961,"Incredibles, The (2004)"
8970,Finding Neverland (2004)
8972,National Treasure (2004)
8984,Ocean's Twelve (2004)
27706,Lemony Snicket's A Series of Unfortunate Events (2004)
27773,Old Boy (2003)
30707,Million Dollar Baby (2004)
30749,Hotel Rwanda (2004)
30793,Charlie and the Chocolate Factory (2005)
30810,"Life Aquatic with Steve Zissou, The (2004)"
30812,"Aviator, The (2004)"
30825,Meet the Fockers (2004)
31410,"Downfall (Untergang, Der) (2004)"
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
31685,Hitch (2005)
31696,Constantine (2005)
32587,Sin City (2005)
33004,"Hitchhiker's Guide to the Galaxy, The (2005)"
33166,Crash (2004)
33493,Star Wars: Episode III - Revenge of the Sith (2005)
33615,Madagascar (2005)
33660,Cinderella Man (2005)
33679,Mr. & Mrs. Smith (2005)
33794,Batman Begins (2005)
34048,War of the Worlds (2005)
34150,Fantastic Four (2005)
34162,Wedding Crashers (2005)
34319,"Island, The (2005)"
34405,Serenity (2005)
35836,"40-Year-Old Virgin, The (2005)"
36529,Lord of War (2005)
37729,Corpse Bride (2005)
37733,"History of Violence, A (2005)"
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
38061,Kiss Kiss Bang Bang (2005)
39183,Brokeback Mountain (2005)
40629,Pride & Prejudice (2005)
40815,Harry Potter and the Goblet of Fire (2005)
40819,Walk the Line (2005)
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)"
41569,King Kong (2005)
41997,Munich (2005)
44191,V for Vendetta (2006)
44195,Thank You for Smoking (2006)
44199,Inside Man (2006)
44555,"Lives of Others, The (Das leben der Anderen) (2006)"
44665,Lucky Number Slevin (2006)
45186,Mission: Impossible III (2006)
45447,"Da Vinci Code, The (2006)"
45499,X-Men: The Last Stand (2006)
45517,Cars (2006)
45672,Click (2006)
45720,"Devil Wears Prada, The (2006)"
45722,Pirates of the Caribbean: Dead Man's Chest (2006)
46578,Little Miss Sunshine (2006)
46723,Babel (2006)
46972,Night at the Museum (2006)
46976,Stranger than Fiction (2006)
47099,"Pursuit of Happyness, The (2006)"
47610,"Illusionist, The (2006)"
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)"
48516,"Departed, The (2006)"
48738,"Last King of Scotland, The (2006)"
48774,Children of Men (2006)
48780,"Prestige, The (2006)"
49272,Casino Royale (2006)
49278,Déjà Vu (Deja Vu) (2006)
49530,Blood Diamond (2006)
50872,Ratatouille (2007)
51255,Hot Fuzz (2007)
51540,Zodiac (2007)
51662,300 (2007)
52281,Grindhouse (2007)
52722,Spider-Man 3 (2007)
52973,Knocked Up (2007)
53000,28 Weeks Later (2007)
53125,Pirates of the Caribbean: At World's End (2007)
53322,Ocean's Thirteen (2007)
53972,Live Free or Die Hard (2007)
53996,Transformers (2007)
54001,Harry Potter and the Order of the Phoenix (2007)
54259,Stardust (2007)
54272,"Simpsons Movie, The (2007)"
54286,"Bourne Ultimatum, The (2007)"
54503,Superbad (2007)
54997,3:10 to Yuma (2007)
55247,Into the Wild (2007)
55269,"Darjeeling Limited, The (2007)"
55765,American Gangster (2007)
55820,No Country for Old Men (2007)
56174,I Am Legend (2007)
56367,Juno (2007)
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007)
56782,There Will Be Blood (2007)
57368,Cloverfield (2008)
57669,In Bruges (2008)
58559,"Dark Knight, The (2008)"
58998,Forgetting Sarah Marshall (2008)
59315,Iron Man (2008)
59369,Taken (2008)
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008)
59784,Kung Fu Panda (2008)
60040,"Incredible Hulk, The (2008)"
60069,WALL·E (2008)
60072,Wanted (2008)
60074,Hancock (2008)
60684,Watchmen (2009)
61024,Pineapple Express (2008)
61132,Tropic Thunder (2008)
61240,Let the Right One In (Låt den rätte komma in) (2008)
61323,Burn After Reading (2008)
63082,Slumdog Millionaire (2008)
63113,Quantum of Solace (2008)
63992,Twilight (2008)
64614,Gran Torino (2008)
64839,"Wrestler, The (2008)"
64957,"Curious Case of Benjamin Button, The (2008)"
64969,Yes Man (2008)
66097,Coraline (2009)
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
68157,Inglourious Basterds (2009)
68237,Moon (2009)
68319,X-Men Origins: Wolverine (2009)
68358,Star Trek (2009)
68954,Up (2009)
69122,"Hangover, The (2009)"
69481,"Hurt Locker, The (2008)"
69757,(500) Days of Summer (2009)
69844,Harry Potter and the Half-Blood Prince (2009)
70286,District 9 (2009)
71535,Zombieland (2009)
72011,Up in the Air (2009)
72226,Fantastic Mr. Fox (2009)
72378,2012 (2009)
72641,"Blind Side, The  (2009)"
72998,Avatar (2009)
73017,Sherlock Holmes (2009)
73321,"Book of Eli, The (2010)"
74458,Shutter Island (2010)
74789,Alice in Wonderland (2010)
76093,How to Train Your Dragon (2010)
76251,Kick-Ass (2010)
77561,Iron Man 2 (2010)
78499,Toy Story 3 (2010)
79091,Despicable Me (2010)
79132,Inception (2010)
79702,Scott Pilgrim vs. the World (2010)
80463,"Social Network, The (2010)"
80549,Easy A (2010)
81229,Red (2010)
81562,127 Hours (2010)
81564,Megamind (2010)
81591,Black Swan (2010)
81834,Harry Potter and the Deathly Hallows: Part 1 (2010)
81845,"King's Speech, The (2010)"
81847,Tangled (2010)
82459,True Grit (2010)
82461,Tron: Legacy (2010)
84152,Limitless (2011)
85414,Source Code (2011)
86332,Thor (2011)
86880,Pirates of the Caribbean: On Stranger Tides (2011)
86882,Midnight in Paris (2011)
87232,X-Men: First Class (2011)
88125,Harry Potter and the Deathly Hallows: Part 2 (2011)
88129,Drive (2011)
88140,Captain America: The First Avenger (2011)
88163,"Crazy, Stupid, Love. (2011)"
88744,Rise of the Planet of the Apes (2011)
88810,"Help, The (2011)"
89492,Moneyball (2011)
89745,"Avengers, The (2012)"
90405,In Time (2011)
91500,The Hunger Games (2012)
91529,"Dark Knight Rises, The (2012)"
91542,Sherlock Holmes: A Game of Shadows (2011)
91630,Mission: Impossible - Ghost Protocol (2011)
91658,"Girl with the Dragon Tattoo, The (2011)"
92259,Intouchables (2011)
93510,21 Jump Street (2012)
93840,"Cabin in the Woods, The (2012)"
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012)
94864,Prometheus (2012)
94959,Moonrise Kingdom (2012)
95167,Brave (2012)
95441,Ted (2012)
95510,"Amazing Spider-Man, The (2012)"
96079,Skyfall (2012)
96610,Looper (2012)
96821,"Perks of Being a Wallflower, The (2012)"
97304,Argo (2012)
97752,Cloud Atlas (2012)
97913,Wreck-It Ralph (2012)
97921,Silver Linings Playbook (2012)
97938,Life of Pi (2012)
98809,"Hobbit: An Unexpected Journey, The (2012)"
99114,Django Unchained (2012)
101864,Oblivion (2013)
102125,Iron Man 3 (2013)
102445,Star Trek Into Darkness (2013)
102903,Now You See Me (2013)
103228,Pacific Rim (2013)
103249,World War Z (2013)
103253,Elysium (2013)
104841,Gravity (2013)
104879,Prisoners (2013)
105844,12 Years a Slave (2013)
106072,Thor: The Dark World (2013)
106100,Dallas Buyers Club (2013)
106487,The Hunger Games: Catching Fire (2013)
106489,"Hobbit: The Desolation of Smaug, The (2013)"
106696,Frozen (2013)
106782,"Wolf of Wall Street, The (2013)"
106920,Her (2013)
108932,The Lego Movie (2014)
109374,"Grand Budapest Hotel, The (2014)"
109487,Interstellar (2014)
110102,Captain America: The Winter Soldier (2014)
111362,X-Men: Days of Future Past (2014)
111759,Edge of Tomorrow (2014)
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014)
112552,Whiplash (2014)
112556,Gone Girl (2014)
112852,Guardians of the Galaxy (2014)
115149,John Wick (2014)
115569,Nightcrawler (2014)
115617,Big Hero 6 (2014)
115713,Ex Machina (2015)
116797,The Imitation Game (2014)
116823,The Hunger Games: Mockingjay - Part 1 (2014)
117176,The Theory of Everything (2014)
117529,Jurassic World (2015)
118696,The Hobbit: The Battle of the Five Armies (2014)
119145,Kingsman: The Secret Service (2015)
122882,Mad Max: Fury Road (2015)
122886,Star Wars: Episode VII - The Force Awakens (2015)
122892,Avengers: Age of Ultron (2015)
122900,Ant-Man (2015)
122904,Deadpool (2016)
122912,Avengers: Infinity War - Part I (2018)
122916,Thor: Ragnarok (2017)
122918,Guardians of the Galaxy 2 (2017)
122920,Captain America: Civil War (2016)
122922,Doctor Strange (2016)
128360,The Hateful Eight (2015)
134130,The Martian (2015)
134853,Inside Out (2015)
139385,The Revenant (2015)
142488,Spotlight (2015)
148626,"Big Short, The (2015)"
152081,Zootopia (2016)
164179,Arrival (2016)
166528,Rogue One: A Star Wars Story (2016)
168250,Get Out (2017)
168252,Logan (2017)
176371,Blade Runner 2049 (2017)
